"assetid","estimated_scope_2_emissions"
884,1740000
890,143250.77284437
893,373000
894,153655.328125
899,347000
902,307792.086767896
906,38954.3
907,161749.000397777
908,17649.3535608309
911,57077.53125
912,299755.44819954
913,2478.23614079767
914,6865923.79396806
917,36330.19140625
918,12952
924,47085.515625
925,2062000
927,350696.6875
928,933641.625
934,136341.515625
946,83823.2890625
947,45680.859375
948,98507.912
949,37373.83203125
951,13994.8505859375
953,113645
955,80399
960,101264.3984375
965,451.998522242425
966,120624.46875
967,1905353.64800829
968,25043
969,20582
970,75613.0914047599
978,1563000
980,303340.40625
981,NULL
982,34764.94921875
983,79.6817961833146
989,2808.5556640625
990,30136
996,350000
998,87891.140625
999,21982.8046875
1001,24626.423828125
1003,118.127848883027
1009,9541.88671875
1010,37793.20703125
1014,1601302.75
1019,173282
1020,113724.765625
1022,2049950.625
1022,222266
1024,163731.389685022
1025,1580547.125
1027,42609.6948628814
1028,32714
1029,128746.521036898
1030,814978.519237671
1031,45143.9023508531
1033,121929.10300885
1034,448910.625
1035,7132.873046875
1037,24088
1038,2444.21166992188
1039,93954.2734375
1042,296583.554394382
1044,8219.0380859375
1048,24700
1050,107318
1051,293715.53125
1053,973798.875
1055,36816.74
1056,956494.765858971
1059,8457.2958984375
1063,39845.1
1068,25555.591796875
1069,221306.823700826
1070,22616
1076,92905.40625
1078,809053.87259395
1080,42269.640625
1081,1005719.5625
1082,82134.0703125
1086,91753.765625
1091,127605.703441308
1094,15236.3466796875
1096,47519.1328125
1101,413233.816267596
1103,3612331.00153034
1104,605952.5625
1105,1808368.05792745
1109,388072.0625
1111,109403.765625
1115,498489.320438526
1117,16363.4384765625
1118,1220000
1122,10350
1124,3171064000
1125,38791.74609375
1125,1807720.3114123
1130,8646.06640625
1132,333787.572636124
1133,688228
1136,33719.9941453381
1137,22685
1142,463025.9375
1144,22257.69921875
1145,6567.509765625
1146,76131.421875
1148,45335.459432342
1152,30845.819902173
1153,25883.296875
1161,NULL
1162,70182.8125
1166,115098.515625
1167,201503.484375
1168,3446230.75
1169,75266.984375
1171,199697.796875
1172,233667
1173,717431.625
1175,1547266
1176,953764.14377866
1178,493468.78125
1182,86612.707527607
1183,15642.958984375
1186,36057.05859375
1187,69047.125
1188,59184.45703125
1189,6819.166015625
1190,2774725.75
1191,2904928.25
1192,211437.798501279
1193,472500.695344344
1194,399411.96875
1195,119423.3125
1197,1286.45
1198,39477.80859375
1199,519975.72
1200,90282.6328125
1202,30959.25
1203,90782.53125
1205,91124.796875
1206,72373.1015625
1207,4525921
1210,506337.78125
1211,29020.181640625
1213,130296.2734375
1214,777418.467483993
1215,27444.484375
1216,124843.402796381
1217,601420.3125
1218,18718013.4066051
1219,81034.9921875
1220,839944.647886272
1221,30657.662109375
1222,16188702.8333986
1224,9839.650390625
1226,3718.75732421875
1227,316861.1875
1228,1199609.125
1229,223024.578125
1230,38547130.3876979
1231,2910923.75
1232,32706.591796875
1234,33009.80859375
1235,821000
1236,368816
1237,6232.35205078125
1238,8352620.65546708
1240,87872.1875
1241,1492.54537791314
1242,7588.48876953125
1243,48903.82421875
1244,1273598.23749024
1245,14187646.9706416
1246,30646.5346855375
1247,14608110.9896951
1248,209130.269936367
1249,505170.875
1250,404342.4375
1251,97305.9921875
1252,734154.9375
1253,25009.876953125
1254,7588.48876953125
1255,16372.7099609375
1261,5290.01025390625
1262,17555.2890625
1263,269181.75
1264,197347.734375
1265,140033.890625
1266,687774.625
1267,37717.734375
1268,151234.90625
1269,20743
1270,164682.652747281
1275,181877
1276,67809.7097862964
1277,2823.2978515625
1278,81259.21875
1279,639152.75
1280,131425.5625
1282,776538.717855097
1283,68678
1284,89056.375
1285,861233.04
1298,96414.3515625
1302,88857
1303,226813
1309,6529
1311,579445
1313,36851.234375
1314,52074.01171875
1317,109571.8984375
1319,13614.5361328125
1321,43954.515625
1322,7364.58984375
1327,397296.476306197
1332,2295.06323242188
1334,29257.4814806092
1335,154208.787502113
1336,11125.3203125
1337,109023
1339,12378906.5646395
1341,236000
1342,189112.859375
1344,96408.6484375
1346,22519.203125
1348,11782
1350,6022622.5
1354,58414
1356,464.222033697668
1362,142992.196280867
1363,151044.001179184
1364,213690
1365,167343
1366,10034
1368,110127.487329945
1369,95897.3515625
1372,16450.84765625
1373,107293.640625
1376,9357.75044027605
1379,26789.76171875
1380,396117.501561206
1383,0
1384,80885.3828125
1389,13254.6884765625
1394,26677.955078125
1395,292311.332914573
1398,1687945.5
1402,30494.740234375
1406,2482798.75840662
1410,882674.625
1411,1712.7705078125
1413,92322.6377144714
1418,81128.2591381565
1420,662391.875
1424,459.142517089844
1426,481740
1427,11845.10546875
1428,112470.5390625
1432,164845.734375
1433,63503.546875
1435,402290
1444,10014.4091796875
1448,700000
1451,391000
1452,1300000
1459,21716.68359375
1460,1303
1464,2123559.52547768
1468,598128
1477,1210.06500825461
1478,4729.0595703125
1486,7960.26267593468
1490,6921886
1493,14103.2763671875
1496,10077.0713900901
1497,34388.5625
1498,53547.5390625
1499,405497.545773084
1500,78917.4140625
1503,23647.48046875
1506,17774.361328125
1507,1249821.25
1512,66433
1519,5319.79102958913
1521,121158.625
1522,137552.484375
1523,346395.4375
1525,79220
1530,10818.205078125
1531,733606.239477504
1533,105506.4296875
1535,461.065430638132
1537,8116.60986328125
1538,75500.577438431
1539,504.433208883408
1541,65480.435699227
1543,8652.0478515625
1545,42270.0859375
1547,180093.671875
1548,53868.53125
1549,107265.828125
1551,3683.6025390625
1552,184328.466785681
1555,127942.7109375
1559,440616
1562,618287.4375
1563,67773.359375
1565,918835.181027902
1567,8033
1569,16933.7534732213
1581,202808.875
1582,195.032206632812
1583,24443.80078125
1585,6021.2568359375
1586,48351.0703125
1587,862504.0625
1588,396539.21875
1591,610000
1592,38000
1593,2612.78344726562
1594,24342
1596,89242.859375
1597,2612.78344726562
1598,96080
1600,527190
1604,1189445.71850695
1605,157181.015625
1606,34567
1607,365613.71875
1608,7903.6513671875
1609,42000
1611,624421.1875
1616,518098.53125
1617,250233.0625
1620,463585.105526019
1621,39791.87890625
1622,241673.25
1623,374734.411725758
1625,48974.7890625
1626,6201.56591796875
1630,349134.28125
1631,5550.68798828125
1634,54997.1953125
1635,514491.09375
1636,73101.515625
1638,217975
1642,8337
1645,8117.67529296875
1652,302957.53125
1657,415448
1660,5969.5859375
1661,38965.35546875
1663,19690.87890625
1667,659199.1875
1668,15183.2021484375
1669,1101000
1670,30913.5372567632
1671,47310.03515625
1673,11947.8291015625
1674,10748.1484375
1677,100867.94819717
1678,267504.125
1678,770000
1679,5323496.90881268
1680,195014.268072289
1681,60322.1949559648
1682,67181.9609375
1683,13868.650390625
1686,12771.47265625
1689,131277.359375
1691,9732
1696,266067.379288437
1697,40547.09765625
1699,9447.2662805333
1700,296982
1701,189156
1702,395736.375
1705,134302.078125
1706,154102.193219107
1707,20707.365234375
1716,70314.265625
1720,41424
1721,182321.15625
1726,673331.8125
1727,519.010189443226
1732,664008.9375
1735,1132928
1736,30654
1739,1520920.625
1740,47017.37890625
1741,506942.125
1742,102797.2421875
1743,50050.17578125
1744,570480.9375
1745,3583.71948242188
1746,587842.0625
1748,60623.02734375
1749,60300
1750,96003
1752,34489.12109375
1757,67249.3057316267
1759,926410.875
1760,91749
1762,168772.396043165
1763,177457
1765,301891.46872864
1770,7992.0556640625
1772,764000
1778,119000
1779,37373.83203125
1780,289882.392757424
1782,22819
1783,3694.37937414235
1790,62565.9621538434
1794,28684.927734375
1796,303567.21875
1798,97895.359375
1799,6673622.90564105
1803,710724
1806,15328.8544921875
1807,802695.625
1811,567739.6875
1813,1370115.24380458
1815,788
1817,678953.359324244
1818,82471.7734375
1819,118095
1820,122964.794701095
1826,94644.7490089302
1828,130778
1831,731174.802618015
1832,1777.44016853804
1834,2944.38209752839
1839,854858.8125
1843,573185.923707199
1844,33369
1851,363210.8125
1857,36564
1859,784670.9375
1861,498011.125
1867,14341.2861328125
1870,160000
1872,320683.173747315
1875,7748
1877,36298.3983378481
1878,7388.90673828125
1882,3005.94
1883,99370.5730683774
1884,142827.1875
1886,605726.637944398
1887,60588.244100895
1888,213150.734375
1889,65928.3359375
1891,61938
1893,70167.2464833965
1902,2899.34033203125
1903,16339.0439453125
1905,604629
1907,29217.4150181518
1910,7722.00685867481
1911,9921.66170036517
1912,85663.5562636561
1913,1435919.875
1914,55030.6788844984
1915,34495.98046875
1917,57392.645925517
1922,503420.077514896
1923,15006.1611328125
1924,1333772.5502255
1927,67633
1931,2348.36791992188
1932,82015.3306096997
1934,68961.65625
1939,697082.499310288
1940,573685.25
1941,173813
1944,103954.3515625
1945,65992.4400880547
1949,7081.23388671875
1950,960714.875
1951,154216.171875
1953,114859.632682007
1960,3399.0029296875
1962,1499736.75
1964,8070.16796875
1969,186919.640625
1972,27691
1974,42040.5560071893
1975,330371.935756551
1976,2989465.75
1979,2.806
1981,343438.625
1982,282
1983,2273.91845703125
1987,5621.4248046875
1988,381492.75
1992,6870.0380859375
1996,32979.69140625
1997,33258.11328125
1999,89853.46875
2010,524170.6875
2012,10418.3564453125
2013,5319027.18268219
2016,42142.94
2018,15501.3828125
2019,9406.0048828125
2020,141659.859375
2022,690400.761875146
2023,6379945.36693165
2025,26341.298828125
2029,284255.25
2030,3080000
2031,15718.9375
2032,3924.07006835938
2037,277107.40625
2042,18866.541015625
2043,590210.1875
2044,107208.02
2045,2652.0422
2046,138404.3125
2047,250645.487663228
2049,2036.17236328125
2050,112187
2051,19320.080078125
2056,64610.7109375
2057,315617.3125
2059,36234.03125
2061,798996.75
2061,935792
2064,640352.125
2065,8930.330078125
2067,404313
2069,109266
2071,1960052.69699422
2072,113858.4375
2076,14344.4033203125
2078,1730979.25
2080,27313.16796875
2086,28195
2092,80582.765625
2093,539000
2094,120299.3671875
2095,551674
2096,1064941.74265721
2097,275097
2098,220608.84375
2099,13998.46
2101,5448.18408203125
2103,15236.3466796875
2105,34239.0234375
2108,775041.6875
2110,7249.4
2111,646378.164536263
2116,240397.953125
2117,65021
2118,22245.1937784605
2119,8299.27389781215
2120,31650
2122,63275
2126,406258
2128,105349.625
2130,7820.65380859375
2131,2616003.08
2132,115639.19
2135,384.879211425781
2136,1108119.125
2137,3140770.5
2138,1139358.5
2139,58869.66796875
2139,77528.4635835297
2140,33019.71484375
2141,11845.10546875
2145,160000
2147,6057387.56355104
2148,124837.765625
2149,10773.6416015625
2150,3855.4873046875
2151,13783.4169921875
2153,2544746.54975924
2159,239252
2161,77035.09375
2162,12359.998046875
2163,69551.7890625
2164,95587.7861852021
2165,46115.8515625
2166,71990
2171,49513.8218933054
2172,2988890.27531083
2175,502900
2176,113187.602876154
2177,398085.05709356
2184,79185.3828125
2185,3972
2188,3645.81518554688
2190,2745.17431640625
2193,234800
2194,359000
2195,60860.9765625
2196,27886.564453125
2197,49348.2265625
2198,70280.5703125
2199,80965.53125
2201,7801.09033203125
2202,12959.7236328125
2203,409000
2204,721551.5
2208,583000
2211,79437.796875
2214,85681
2215,504000
2217,21104.611328125
2218,33030.0625
2219,241
2223,68698.8671875
2226,22986.666015625
2227,419125
2228,479.042083954826
2230,6959.60546875
2233,2017
2235,14845
2237,12069.46484375
2238,19498.94140625
2239,1234249.75
2240,545186.5625
2241,22863.052734375
2245,8011.732421875
2246,487067
2249,1694276
2251,35285.33984375
2252,2383553.91145231
2253,33754.921068278
2255,100208.070253446
2257,527206.65648833
2265,23487.05859375
2267,152.317428742592
2272,1098983.97245637
2274,580000
2277,17457.9453125
2287,103225.893582899
2288,101564.3359375
2292,297000
2297,5261.11
2301,3399.0029296875
2303,10883.4272613092
2308,19570.791015625
2311,106566.890625
2312,19561.3984375
2313,134676.4375
2313,61906.8347759097
2315,5438.5498046875
2316,35153.703691762
2317,614519.25
2320,150471
2321,32110.880859375
2322,458000
2323,75831.9765625
2326,48206.6
2327,33676.98828125
2333,9251.0419921875
2334,1258648.82052139
2336,10241.2509765625
2337,48535.5
2338,244110.8125
2339,23997.12890625
2340,105509.3828125
2341,9550
2344,513438.875
2345,343371.1875
2346,560.509968084842
2347,34201.12109375
2348,902036.911330756
2350,627715
2351,15186.4677734375
2355,39791.2421875
2356,674846.375
2357,56217.78515625
2361,6576239
2363,32313.50390625
2365,124146.6484375
2367,12892
2368,69801
2369,55259.83984375
2371,130671.859375
2374,27122.470703125
2377,694610.299759014
2383,102111.1953125
2384,1127560.55
2385,110632.0078125
2386,936655.875
2387,2739.43823242188
2388,11618.017578125
2389,7469.603515625
2394,143326.328125
2395,123191.671875
2396,117152
2397,15322.9445225629
2398,29770.03125
2399,24495.052734375
2400,76546
2402,46516.19140625
2403,198727.657795114
2404,118303.0546875
2407,3014463.5
2409,65085.8677545688
2410,701114.1875
2412,536960.0625
2415,8946.86328125
2416,831044.4375
2418,372868.6875
2419,6062.3916015625
2420,28073.875
2421,182009.390625
2422,108396.1875
2423,698181.9375
2424,466420.19
2425,14464.904296875
2428,862474.6875
2429,715165.8125
2430,78328.109375
2431,494072.5625
2432,37897.08203125
2433,7701.80224609375
2434,123228.6875
2435,71390.7734375
2438,15605.3994140625
2440,39184.85546875
2443,7364.58984375
2444,6305.98046875
2445,36123.0703125
2446,518986.75
2447,336814.9375
2448,28588.224609375
2449,13000
2454,44456.66015625
2456,7764.142578125
2458,67255.484375
2461,43456.5
2464,11104.2626953125
2467,15107.4599609375
2468,7364.58984375
2470,10126
2471,221000
2472,170919.066467468
2473,10735
2476,167815.65625
2477,103253.868266592
2478,15453
2485,112433.1953125
2486,157930.317136848
2487,20365.3046875
2488,301513.65625
2495,112827.0625
2496,58238.8359375
2497,6978.478515625
2498,7315.69091796875
2500,3399.0029296875
2504,71766.8573934902
2506,136934.5
2507,4251053
2509,308792.4375
2510,60212.3192257435
2511,12360.732421875
2513,57261.87890625
2514,7435.42930848815
2517,593293.3125
2518,3757
2523,131125.38
2524,405.645874023438
2528,498.050598144531
2530,76411.2578125
2532,12632.9111328125
2537,23618
2538,14841.5986328125
2539,5178977
2540,72100.71875
2542,15268.4189453125
2543,150542.703125
2544,5627
2545,719.282698846196
2547,867783
2548,258887.444188846
2549,32743.931640625
2551,49916.28515625
2552,495730.78125
2553,446088.875
2554,6082.51171875
2555,816246.081780607
2556,807068.625
2557,129887.0859375
2558,280891.25
2559,44554.73828125
2560,7848.69677734375
2561,155468.5625
2562,132000
2563,507170
2564,11715
2568,19401.7858563491
2571,123610.890625
2572,16704.6080299645
2573,88840
2574,388269
2577,81642.796875
2580,7199.30615234375
2584,327262.90625
2585,83942
2586,140036.65625
2591,251086.734375
2593,643060.125
2594,48148.18359375
2596,307068
2597,45277
2598,21030.935546875
2599,172931.96875
2602,186409
2607,590198.125
2610,78225.96875
2612,2090000
2614,141479.619428578
2622,68708.625506768
2623,20179.03125
2624,59322.5355096184
2627,33687.02734375
2628,75611.7421875
2630,56816.5234375
2632,7000000
2635,607572.524901675
2637,27288.9212806489
2638,23345.216796875
2639,37906.84765625
2643,1574
2645,5542299.55666384
2646,3380000
2647,852758.850213637
2648,610000
2650,95675.5703125
2653,86469.53125
2654,3948.947265625
2657,23125.064453125
2658,114115.086341645
2660,1311.8
2663,65951.34375
2668,2823.2978515625
2670,11585
2671,18632.298828125
2673,8507.54617522822
2674,21812.259765625
2676,9839.650390625
2677,1027224.9375
2678,28700.00390625
2679,113729.067485217
2680,92075.8984375
2681,9992.490234375
2682,35631.08984375
2683,3855.4873046875
2684,106060
2686,74163.6484375
2688,99853.8671875
2692,29012.2124657221
2693,616660.75
2695,72984.7462522349
2696,9817.2861328125
2697,44543.16796875
2699,23271.01953125
2700,75395.8828125
2702,2557101.5
2703,7276.14501953125
2705,29415.919921875
2706,19423.8541993321
2707,751519.460629266
2708,92054.5390625
2709,42269.640625
2711,40879.9030276112
2714,18249.60546875
2720,4781.66290491021
2722,117865.6015625
2723,11375.9521484375
2724,74351.7271728203
2725,9482.99334646687
2726,3583.11439609099
2727,35615.80078125
2729,346085.788910131
2730,1696770.58244114
2734,101373.3359375
2737,2061476
2738,433000
2743,14325.59765625
2744,8642.87161287152
2746,1406660.875
2751,70497.453125
2752,17381
2752,15794.919921875
2758,116075.8828125
2759,166549
2761,17244.15625
2766,437304.360280076
2768,16618
2770,223725.953125
2773,NULL
2776,851000
2777,32987.8729508197
2780,3399.0029296875
2782,3418000
2784,15615.751953125
2786,1125624.28205355
2790,31589.580078125
2791,671572.1875
2794,36693.3508216375
2795,299838
2797,10641.560546875
2800,120860.4375
2801,2485210
2801,746960.9375
2802,2898.05131767768
2803,363718
2804,1831251.64926634
2805,731208.75
2807,27223.498046875
2809,924168
2810,21796.1580795541
2814,4425.33672891907
2817,97584.2265625
2819,68673
2821,134155.657527881
2823,241465.09375
2823,769500
2827,180306.96875
2828,4695430
2829,144474.6875
2830,83969.78125
2831,312643.03125
2832,2718022
2833,646861.488512057
2836,3405634.91171544
2844,189578.762761209
2846,19324.927734375
2847,31782.580078125
2848,14232.7578125
2852,3034
2854,12165.8984375
2860,3845244.2159383
2862,334823.8125
2865,162268.171875
2866,98153.6171875
2874,813219.110421026
2876,33021.5208106484
2877,113586.350549046
2878,111470.150936646
2881,3700000
2891,116614.672313043
2902,46362.45703125
2905,619276.3125
2906,128217.109375
2907,4462.5029296875
2908,78543.5234375
2909,9755.93359375
2914,125798.594
2920,61148.52
2922,20009.923828125
2926,12802.1015625
2928,10421
2929,99720
2930,170950.609375
2931,108688.625
2932,3399.0029296875
2933,NULL
2935,75439.8046875
2937,3605.59448242188
2941,68909
2943,13145.7333984375
2944,24584.546875
2945,12000
2946,799562
2947,70119.390625
2948,35703.03515625
2951,16190.4
2952,80646
2957,56313.453125
2961,329425
2964,17178.627156227
2966,6701.6923828125
2968,418580.1875
2968,894779.501269429
2969,31982.56
2970,44730
2972,92794.875
2973,457578.375
2974,487157.8125
2976,84020.1640625
2981,75000
2983,48204.82421875
2986,226022.140625
2991,418957.84375
2992,74605.7421875
2993,11595.60546875
2995,26491.9744723331
2997,8667.287109375
2997,19407.1553692472
3000,14557.3759765625
3001,838511
3003,17648.2508090615
3004,6500000
3005,32452.69921875
3007,87162.8984375
3008,57713.125
3009,16530.2578125
3010,28588.224609375
3011,7753.30419921875
3012,28588.224609375
3013,286439.4375
3014,100822.6171875
3015,10392.9345703125
3016,900964.5
3017,3865527.75
3018,126652.46875
3019,33466.77734375
3020,703463.5625
3021,47862.78125
3023,699019.875
3024,2302288.5
3025,1014217.4375
3026,28588.224609375
3029,778658.0625
3033,1236.32629715375
3035,7810.53857421875
3037,8315.6240234375
3038,51156.0592024289
3039,616093
3041,283000
3042,227381
3045,6232.35205078125
3050,53354.90625
3054,17505.8359375
3056,202192
3059,24515.25390625
3061,77202.09375
3067,804883.5
3068,58503.640625
3070,26065.31640625
3071,49162.4811222684
3072,483117.84375
3073,605580.625
3074,44908
3075,71502.3984375
3076,15970.4228515625
3077,145878.90625
3078,6588.08984375
3079,262500
3079,652539.5
3081,2823.2978515625
3082,10886.8681640625
3083,87880.703125
3087,283000
3088,143
3089,68215.3046875
3092,255000
3094,42063.21875
3098,13662
3100,225592.921875
3103,1050417
3105,449729.625
3108,156086.015625
3109,30223.8046875
3110,588000
3112,4012.63099470991
3114,92329.640625
3115,0
3116,147000
3119,22325.44140625
3120,24063.892578125
3121,2441.23095442983
3121,2846.73095703125
3122,171268.579666209
3124,11054.5713845296
3126,239279.421875
3127,51259.21875
3128,56162
3130,127100
3132,87763.328125
3135,497.760040283203
3136,1947517.78455682
3137,1663097.75
3140,1235853.875
3141,1990755.95349593
3142,503298.317698939
3143,60817.390625
3146,2952.40356445312
3149,2450210
3150,366959.717630671
3152,437765.84375
3153,110604
3154,7463.01708984375
3155,71491
3156,2204591
3157,578772.914381656
3159,45441.98046875
3160,151760.4375
3161,9516.5750975689
3162,6443
3164,3576.74194335938
3165,8274.8662109375
3166,20877.80078125
3167,189664.9375
3170,77856.9765625
3174,12814.7822265625
3175,800000
3176,30147.572265625
3178,14102.76953125
3179,154570.484375
3180,107208.5625
3181,28245
3183,277700
3184,42809.359375
3185,4216.0126953125
3186,17302.42578125
3187,25356.7013617311
3188,1121496.125
3188,23800
3189,158890
3195,200154.042036025
3196,3181338.25
3197,6470.36767578125
3199,16204
3200,722.584385569725
3201,719922.4375
3203,714419.725447412
3205,43658.2890625
3207,76187.9375
3210,1186242.82986017
3212,124853.4140625
3213,281853.469494286
3214,7014.02197265625
3215,27908.322265625
3216,41059.87109375
3217,69265.2265625
3218,5852.30810546875
3219,484123.130072027
3220,987566
3221,55717.7421875
3222,161045.796875
3223,1001041.29868256
3224,23000
3229,684122
3230,103655.8984375
3231,400861.5625
3232,15970.4228515625
3234,16372.7099609375
3235,71370.4140625
3236,24378.4659407495
3238,32518.453125
3239,100
3241,125765.2265625
3241,128686
3243,202909.375
3247,71626.1972907259
3250,320102.75
3250,109627
3251,26475.64453125
3253,11282.0720188098
3254,22308.22265625
3256,6311.2529296875
3257,18434
3259,190202.828125
3261,20660.9680268194
3262,265223.03125
3263,221512
3271,1472279
3272,32394.251953125
3278,342659.75
3284,402724.90625
3285,2551.66064453125
3289,22733.748046875
3290,89132.4490549676
3294,281649.125
3295,177678
3297,13813.03125
3301,3399.0029296875
3303,3246658.25
3304,103850
3306,1557117.5
3307,929990.6875
3308,7931.5146484375
3309,129948.28125
3310,99729.78125
3312,353120
3317,4860.17
3318,109961.9453125
3319,112530.2265625
3322,209480.765625
3324,60968
3326,11840.7099609375
3327,143139.203125
3331,15110.619
3332,4225.85302734375
3333,299344
3336,536954.5
3338,119014.828125
3340,15178.5302734375
3343,104954
3346,62600
3349,9610.314453125
3350,116512.8515625
3353,216771.26
3354,113145.546875
3357,20540.775390625
3358,456000
3359,69111.92
3361,401258.59375
3361,157152.066755862
3362,653308.1875
3363,92721.59375
3366,895
3367,20656.482421875
3370,10262.14
3379,508742.25
3381,226000
3383,12611.0853205206
3384,2099776
3385,51719.94921875
3387,334761.6875
3389,118975.625
3390,72568.984375
3392,1430000
3393,37735.759131267
3400,527792.75
3403,4860327
3404,19260.1171875
3407,436855.1789323
3408,34.2418237952317
3409,31237.50390625
3410,42669.6953125
3412,1113413.08
3413,304349.4
3415,43405.75
3415,45734.9257615076
3417,7117975
3421,43343.9140625
3422,52110.59375
3425,17265.5234375
3426,219.74
3427,2606799.25
3428,86850.1062882336
3433,6071.865234375
3435,300394.508668323
3440,91767.6640625
3443,1309536.69952246
3445,70577
3446,975909.75
3448,50969.46484375
3449,71266
3450,36123.2890625
3452,33978.5625
3454,35370.26953125
3455,12138
3458,32001.9140625
3459,579826
3461,2052417.2
3463,14132.7500316932
3468,175000
3469,6900000
3473,126285
3477,141000
3481,90920.84375
3484,2501.91723632812
3486,282171
3488,37858
3489,142509
3490,5173.24609375
3491,193962
3494,19533.78
3495,110481.53125
3496,11102.4521484375
3498,411406.810872132
3499,140113.515625
