"assetid","estimated_scope_1_emissions"
3073,112731.3359375
3074,123759
3075,NULL
3076,2437.947265625
3077,377636.625
3078,140181.265625
3079,4587114
3079,759900
3080,7736.07861328125
3081,31869.845703125
3082,8826.6767578125
3083,575122.375
3087,616000
3088,49525
3089,24109.669921875
3092,140000
3094,1734469.875
3098,1844
3100,1683456.25
3103,5709
3105,39979.421875
3108,146448.609375
3109,13290.8798828125
3110,460000
3112,736.954644003122
3114,69885.15625
3115,104810
3116,27000
3119,52575.3046875
3120,82646.6328125
3121,2555.01714298377
3121,83372.171875
3122,39513.7422185139
3124,13982.2526535226
3126,113540.8203125
3127,185194.203125
3128,38010
3130,65800
3132,22200.849609375
3135,2585.05200195312
3136,1455909.53113005
3137,610578.9375
3140,59735.69921875
3141,1832616.49192412
3142,261256.406267051
3143,126094.3828125
3146,54759.12890625
3149,1141981.9
3150,319005.708236805
3152,1108524.625
3153,139326.158
3154,109.030792236328
3155,309494
3156,16639.89453125
3157,1137036.51589376
3159,19858.23828125
3160,1294818.125
3161,1492796.0937363
3162,10133.88671875
3164,31869.845703125
3165,45947.56640625
3166,31869.845703125
3167,44582.203125
3174,6595.333984375
3175,14500000
3176,19744.8359375
3178,31869.845703125
3179,111330.5703125
3180,86990.6171875
3181,8020
3183,104100
3184,27930.42578125
3185,31869.845703125
3186,4799.880859375
3187,109512.997613461
3188,44500
3188,1214765
3189,147379
3194,13977.5947265625
3195,838181.012176762
3196,5598135.5
3197,4548.53564453125
3199,7375.1
3200,35118.4677325161
3201,88004.9453125
3203,606778.226828682
3205,12624.6988543776
3207,1923613.25
3208,50881.6171875
3210,36076.755797348
3212,2295537.25
3213,293976.199365008
3215,14943950
3216,22642.658203125
3217,44771.68359375
3218,152835.984375
3219,564810.318417365
3220,480112
3221,39634.171875
3222,64934.109375
3223,2047129.45580584
3224,10000
3229,159426
3230,5075.82958984375
3231,125882.15625
3232,2124.02001953125
3234,234.627822875977
3235,131135.125
3236,17537.1065005559
3238,154349.421875
3239,22110000
3241,15522
3241,585982.875
3243,74292.453125
3247,9709.31712400139
3250,50664
3250,53568.90625
3251,86806.78125
3253,14825.8730715456
3254,28882.421875
3256,645.060302734375
3257,7554
3259,1429880.625
3261,583774.320670655
3262,3031.45141601562
3263,540874
3269,20415.478515625
3271,693662.625
3272,14143.904296875
3284,2760062.25
3285,15236.0673828125
3289,29892.78515625
3290,55830.2153421226
3293,221424.40625
3294,92709.2734375
3295,7269
3297,3804.2353515625
3301,55499.828125
3303,8772200
3304,65210.2734375
3306,37883.38671875
3307,499158.1875
3308,1478.29064941406
3309,11474.3447265625
3310,62452.12109375
3312,13979
3317,634.56
3318,165341.921875
3319,47775.484375
3322,98570.5546875
3324,15566
3326,51386.890625
3327,33985.4765625
3331,1786.78332519531
3332,2638.13671875
3333,11103
3336,95760.7421875
3338,39534.546875
3340,53260.046875
3343,3114
3346,85400
3349,168607
3350,198306.328125
3353,10080.71
3354,64245.21484375
3357,162.107025146484
3358,466000
3359,261952.96
3361,40214.59765625
3361,40295.4017322724
3362,124179.6796875
3363,17759.619140625
3366,566
3367,546529.625
3370,4909.69
3379,58159.15625
3381,297000
3383,43021.7141897607
3384,4442336
3385,535185.8125
3387,39885.65625
3389,71207.75
3390,383638.625
3392,541000
3393,5309.63477957905
3400,266018.625
3403,45850456
3404,6972.69580078125
3407,468238.98187097
3408,299589.372941356
3409,46312.09375
3410,115718.421875
3412,28264.14
3413,71390.6
3415,167972.65625
3415,63682.3055010992
3417,16183103.59
3421,144968.25
3422,764957.75
3425,14180.26953125
3426,0
3427,9965988
3428,2967.56932283966
3433,44001.59375
3435,196153.130660285
3440,1247210
3443,424061.960618812
3445,12781
3446,2336.96264648438
3447,619922.75
3448,31944.736328125
3449,4876
3450,271366.4375
3452,128883.8515625
3454,23600.419921875
3455,1953
3458,90718.609375
3460,966.731323242188
3461,6541595.47
3463,13210.0136142911
3468,3530000
3469,32170000
